dpto,x,W,HNVT,HNVV
6728,65,338,1099,1045
6728,70,307,976,897
6728,75,250,713,653
6728,80,208,603,547
6728,15,150,186,183
6728,85,113,357,320
6728,90,41,106,81
6728,95,13,47,41
6728,10,2,2,2
6721,35,272,673,669
6721,45,261,764,750
6721,30,260,582,577
6721,40,238,702,691
6721,50,232,722,708
6721,25,205,371,368
6721,55,201,608,594
6721,60,194,583,559
6721,65,181,584,542
6721,70,146,452,421
6721,75,132,404,379
6721,20,121,174,174
6721,80,77,217,185
6721,85,49,156,131
6721,15,32,36,36
6721,90,15,55,45
6721,95,7,19,17
6721,10,1,2,2
6714,35,956,2618,2561
6714,30,945,2286,2242
6714,40,844,2542,2479
6714,45,831,2476,2416
6714,55,798,2358,2272
6714,50,788,2390,2299
6714,25,772,1528,1505
6714,60,670,1866,1798
6714,20,585,931,918
6714,70,535,1488,1383
6714,65,535,1494,1409
6714,75,452,1225,1112
6714,80,341,922,828
6714,15,224,280,274
6714,85,192,524,447
6714,90,68,164,142
6714,95,14,42,31
6714,10,3,4,4
6707,35,953,2618,2582
6707,30,913,2095,2072
6707,40,854,2552,2486
6707,45,822,2402,2358
6707,50,801,2356,2294
6707,55,750,2259,2186
6707,25,738,1344,1326
6707,60,725,2038,1974
6707,65,658,1728,1642
6707,70,562,1467,1385
6707,75,456,1232,1164
6707,20,448,634,630
6707,80,358,945,857
6707,85,223,618,556
6707,15,152,193,185
6707,90,79,229,206
6707,95,26,100,86
6707,10,1,2,2
6700,45,605,1689,1644
6700,35,584,1430,1417
6700,40,578,1531,1494
6700,30,558,1220,1203
6700,50,532,1587,1542
6700,60,501,1405,1355
6700,55,472,1376,1321
6700,25,436,799,789
6700,65,426,1187,1120
6700,70,371,1075,992
6700,75,338,938,858
6700,20,237,331,323
6700,80,231,632,566
6700,85,118,317,273
6700,15,69,84,83
6700,90,46,154,135
6700,95,10,38,25
6700,10,1,2,2
6693,30,371,879,866
6693,35,347,916,899
6693,25,320,617,610
6693,40,311,980,968
6693,45,300,916,902
6693,50,294,895,877
6693,60,274,783,739
6693,55,272,763,735
6693,70,210,552,515
6693,20,206,292,288
6693,65,199,542,523
6693,75,177,458,424
6693,80,126,350,311
6693,85,73,205,186
6693,15,65,76,76
6693,90,20,57,47
6693,95,5,10,8
6686,40,666,1982,1927
6686,30,645,1458,1421
6686,45,622,1876,1831
6686,35,621,1634,1608
6686,50,591,1742,1688
6686,60,578,1594,1542
6686,55,566,1626,1573
6686,25,534,1070,1058
6686,65,490,1318,1248
6686,70,399,1027,970
6686,75,396,1019,936
6686,20,373,564,557
6686,80,279,676,602
6686,85,158,398,344
6686,15,141,176,172
6686,90,57,156,123
6686,95,19,51,43
6686,10,3,5,5
6679,30,491,1308,1274
6679,35,462,1499,1464
6679,40,456,1520,1465
6679,50,453,1401,1360
6679,45,450,1484,1432
6679,25,434,908,890
6679,55,356,1135,1095
6679,60,347,1122,1062
6679,20,325,518,511
6679,65,257,818,770
6679,70,227,675,625
6679,75,164,543,479
6679,80,102,335,297
6679,15,98,115,111
6679,85,71,252,211
6679,90,20,59,54
6679,95,10,32,24
6679,10,3,3,3
6672,35,485,1319,1291
6672,30,437,1030,1015
6672,50,408,1255,1222
6672,45,393,1241,1217
6672,40,393,1242,1224
6672,25,350,634,625
6672,60,347,1116,1057
6672,55,345,1058,1019
6672,65,338,1040,980
6672,70,243,772,730
6672,20,236,314,310
6672,75,212,649,591
6672,80,156,540,468
6672,85,101,331,284
6672,15,79,98,98
6672,90,39,132,109
6672,95,9,42,38
6672,10,3,3,3
6665,30,1020,2530,2486
6665,35,1001,2798,2759
6665,25,864,1669,1636
6665,40,840,2708,2643
6665,45,822,2704,2632
6665,50,782,2652,2564
6665,55,762,2538,2462
6665,20,645,1017,1006
6665,60,620,1957,1882
6665,65,531,1542,1480
6665,70,449,1279,1193
6665,75,336,908,837
6665,80,286,828,756
6665,15,213,249,248
6665,85,118,370,322
6665,90,33,127,103
6665,95,21,78,63
6665,10,1,1,1
6658,30,17887,39634,38878
6658,35,16432,43319,42503
6658,40,15782,45176,43908
6658,45,14316,41953,40759
6658,50,14170,43077,41750
6658,55,13966,44070,42341
6658,25,13632,26002,25679
6658,60,12039,36487,34745
6658,65,10132,29779,28472
6658,20,9933,15110,14899
6658,70,8003,22289,20847
6658,75,7186,18707,17304
6658,80,5013,12766,11427
6658,15,3222,3926,3825
6658,85,2673,6867,5953
6658,90,899,2838,2248
6658,95,192,670,518
6658,10,62,102,102
6655,35,285,770,740
6655,30,284,646,632
6655,40,254,693,677
6655,45,252,786,733
6655,50,244,756,716
6655,60,218,675,641
6655,25,216,412,401
6655,65,210,583,552
6655,55,206,650,627
6655,70,185,518,494
6655,75,150,399,372
6655,20,124,194,191
6655,80,100,263,240
6655,85,55,165,132
6655,15,35,45,43
6655,90,17,42,35
6655,95,9,28,27
6655,10,1,1,1
6651,45,499,1330,1308
6651,50,454,1177,1160
6651,60,444,1114,1079
6651,40,439,1186,1155
6651,35,432,1046,1030
6651,55,427,1093,1072
6651,65,412,1050,993
6651,30,403,791,783
6651,70,357,961,906
6651,75,296,821,764
6651,25,262,451,451
6651,80,220,646,597
6651,20,138,201,200
6651,85,110,292,263
6651,15,39,48,47
6651,90,33,84,75
6651,95,8,36,22
6651,10,1,1,1
6648,30,2885,7894,7761
6648,35,2653,8641,8340
6648,25,2587,5216,5003
6648,20,2145,3483,3453
6648,45,1912,7408,7223
6648,40,1746,6136,5970
6648,50,1687,6372,6002
6648,55,1353,5969,5679
6648,60,977,3608,3458
6648,65,877,3439,3287
6648,15,659,928,877
6648,70,551,1592,1522
6648,75,334,1104,974
6648,80,316,1084,899
6648,85,178,729,608
6648,90,56,167,149
6648,95,11,88,88
6644,30,912,1906,1876
6644,35,819,2041,2004
6644,40,695,1926,1896
6644,45,662,1955,1907
6644,25,644,1169,1160
6644,50,590,1728,1692
6644,55,563,1729,1658
6644,60,463,1320,1278
6644,20,454,671,664
6644,65,377,1045,1003
6644,70,275,759,729
6644,75,201,521,488
6644,80,125,308,270
6644,15,125,153,151
6644,85,81,240,216
6644,90,27,88,77
6644,95,7,13,10
6638,30,10248,25867,25025
6638,35,9709,28023,27516
6638,40,8756,27812,27174
6638,25,8279,16937,16596
6638,45,7398,24546,23908
6638,50,6448,23227,22612
6638,20,5937,9487,9343
6638,55,5079,19399,18734
6638,60,3969,14173,13637
6638,65,2849,9878,9283
6638,15,2172,2798,2748
6638,70,2170,7667,7046
6638,75,1863,6499,5853
6638,80,935,3011,2679
6638,85,455,1400,1168
6638,90,198,672,592
6638,10,72,98,98
6638,95,55,123,111
6630,40,124,353,348
6630,25,99,183,182
6630,35,97,257,251
6630,30,97,236,231
6630,45,90,287,277
6630,50,85,289,283
6630,55,69,245,234
6630,60,65,208,200
6630,20,53,80,78
6630,65,48,170,155
6630,70,42,115,111
6630,75,41,124,118
6630,80,29,91,83
6630,15,29,34,31
6630,85,14,43,36
6630,90,3,16,13
6630,95,1,3,2
6630,10,1,2,2
6623,45,3324,10129,9932
6623,35,3190,8272,8217
6623,40,2982,8546,8392
6623,55,2827,8032,7807
6623,25,2734,4431,4382
6623,30,2465,5825,5696
6623,50,2251,7227,7118
6623,60,2192,5809,5531
6623,65,2085,5151,4927
6623,70,1835,4452,4156
6623,75,1597,4008,3735
6623,20,1358,2005,1983
6623,85,1119,2781,2287
6623,80,1116,2767,2426
6623,15,404,533,519
6623,90,249,776,681
6623,95,161,360,218
6623,10,1,1,1
6616,35,178,499,491
6616,30,175,390,388
6616,40,168,535,523
6616,45,164,501,491
6616,50,152,454,432
6616,55,143,415,404
6616,60,140,413,397
6616,65,130,391,370
6616,25,128,256,252
6616,20,104,157,155
6616,70,94,290,266
6616,75,63,170,155
6616,80,58,169,155
6616,15,29,30,30
6616,85,27,74,68
6616,90,11,25,23
6616,95,5,19,18
6609,35,1265,3516,3475
6609,30,1146,2674,2633
6609,45,1100,3407,3297
6609,40,1036,3135,3084
6609,55,984,3066,2960
6609,50,960,2926,2837
6609,60,948,2775,2670
6609,25,901,1745,1720
6609,65,827,2352,2245
6609,70,675,1944,1825
6609,20,644,983,967
6609,75,577,1649,1514
6609,80,422,1255,1133
6609,85,247,726,657
6609,15,243,289,282
6609,90,88,301,269
6609,95,19,84,57
6609,10,4,4,4
6602,35,975,2722,2657
6602,30,926,2146,2098
6602,40,850,2639,2571
6602,45,779,2600,2507
6602,50,732,2388,2307
6602,25,669,1307,1286
6602,55,665,2193,2087
6602,60,638,1938,1861
6602,65,500,1566,1479
6602,20,493,745,724
6602,70,416,1339,1224
6602,75,354,1084,992
6602,80,251,772,675
6602,85,149,486,409
6602,15,148,179,173
6602,90,50,176,135
6602,95,13,47,39
6602,10,8,9,9
6595,35,3184,8332,8166
6595,30,3149,7229,7127
6595,40,3099,9061,8817
6595,45,2977,9261,8958
6595,50,2954,8676,8412
6595,60,2614,7489,7227
6595,55,2578,8111,7806
6595,25,2492,4880,4820
6595,65,2008,6054,5808
6595,70,1763,5243,4904
6595,20,1600,2521,2483
6595,75,1532,4233,3956
6595,80,996,2711,2456
6595,85,526,1601,1440
6595,15,521,615,611
6595,90,189,532,473
6595,95,40,97,73
6595,10,10,15,15
6588,30,1409,3152,3097
6588,35,1401,3703,3644
6588,45,1359,4083,4000
6588,40,1302,3855,3786
6588,50,1201,3642,3554
6588,55,1126,3355,3207
6588,60,1080,3157,3035
6588,25,1000,1928,1895
6588,65,999,2869,2744
6588,70,863,2345,2235
6588,75,716,1871,1749
6588,20,663,1004,990
6588,80,507,1385,1261
6588,85,301,823,748
6588,15,283,334,330
6588,90,119,323,266
6588,95,33,106,82
6588,10,6,8,8
6581,45,2708,8338,8016
6581,35,2700,7193,7083
6581,30,2631,5940,5857
6581,40,2627,7429,7221
6581,50,2479,7778,7376
6581,55,2187,6429,6218
6581,60,2113,6144,5945
6581,65,2040,5793,5569
6581,25,1798,3589,3535
6581,70,1686,4623,4337
6581,75,1441,3658,3321
6581,20,1384,2040,2017
6581,80,926,2207,2066
6581,85,571,1492,1246
6581,15,399,448,438
6581,90,181,462,403
6581,95,64,253,207
6581,10,9,9,9
6574,30,486,1203,1176
6574,45,479,1649,1595
6574,35,443,1310,1267
6574,40,434,1465,1418
6574,25,407,870,847
6574,50,395,1367,1308
6574,55,352,1192,1152
6574,60,333,1112,1043
6574,20,320,509,503
6574,65,254,786,738
6574,70,202,716,661
6574,75,190,622,559
6574,80,137,445,398
6574,15,121,151,150
6574,85,104,308,264
6574,90,32,129,105
6574,95,8,26,19
6574,10,3,4,3
6568,55,9514,28347,26875
6568,30,9051,17216,16944
6568,45,8813,22564,21857
6568,40,8651,21801,21210
6568,50,8226,22207,21646
6568,35,8056,19103,18594
6568,60,7886,22396,21415
6568,65,6945,18795,17789
6568,25,6546,11256,11101
6568,70,6273,18227,17044
6568,75,4759,13088,11872
6568,80,4429,11501,10273
6568,20,3504,5138,4992
6568,85,2883,7129,6412
6568,15,1093,1371,1335
6568,90,524,1236,1038
6568,95,94,215,171
6568,10,51,62,57
6560,35,14761,44172,43343
6560,30,14421,35107,34505
6560,25,13806,27389,27008
6560,40,11362,36085,35434
6560,45,10823,38819,37673
6560,20,10373,15920,15786
6560,50,9674,33632,32466
6560,55,8625,30742,29232
6560,60,7273,27718,24612
6560,65,5501,18709,17596
6560,70,3773,11906,10759
6560,15,3372,3989,3944
6560,75,2666,8603,7453
6560,80,2171,7606,6936
6560,85,815,3279,2834
6560,90,319,958,863
6560,10,73,87,87
6560,95,24,102,67
6553,30,208,442,436
6553,35,190,509,504
6553,60,172,487,474
6553,50,169,545,532
6553,55,166,556,535
6553,40,152,468,459
6553,65,141,404,395
6553,45,141,435,428
6553,25,135,267,267
6553,70,94,261,249
6553,20,84,126,122
6553,75,72,223,193
6553,15,49,62,62
6553,80,48,103,93
6553,85,32,88,68
6553,90,7,16,14
6553,95,1,5,5
6547,30,644,1505,1474
6547,35,620,1637,1614
6547,40,540,1655,1619
6547,25,531,1118,1107
6547,45,498,1622,1594
6547,50,462,1511,1465
6547,55,460,1451,1378
6547,60,386,1217,1167
6547,20,358,539,535
6547,65,308,919,887
6547,70,273,815,758
6547,75,212,619,563
6547,80,153,421,359
6547,15,132,152,149
6547,85,85,239,212
6547,90,55,149,119
6547,95,13,59,43
6539,30,17417,41828,41046
6539,35,15238,43275,42325
6539,25,14830,28200,27844
6539,40,14300,45239,43773
6539,45,13887,47546,46051
6539,50,12043,42083,40333
6539,55,11495,40855,39523
6539,20,10435,15659,15475
6539,60,9555,32453,30873
6539,65,7234,24758,23056
6539,70,5543,19016,17726
6539,75,3632,11563,10790
6539,15,3200,3878,3816
6539,80,2959,9544,8589
6539,85,1272,4062,3455
6539,90,489,1939,1591
6539,95,110,235,215
6539,10,88,108,108
6532,50,1771,5407,5253
6532,30,1748,3927,3868
6532,35,1724,4620,4311
6532,40,1668,5148,5050
6532,45,1540,4876,4719
6532,55,1507,4621,4448
6532,25,1446,2569,2544
6532,60,1321,4102,3931
6532,65,960,3075,2854
6532,20,943,1395,1366
6532,75,879,2388,2249
6532,70,851,2463,2396
6532,80,689,1725,1587
6532,15,318,375,374
6532,85,306,940,822
6532,90,96,252,204
6532,95,63,254,168
6532,10,4,6,6
6525,35,1642,5163,5019
6525,30,1596,4127,4056
6525,25,1511,3128,3084
6525,40,1403,4882,4756
6525,45,1299,4739,4613
6525,20,1248,2019,1990
6525,50,1075,3881,3766
6525,55,896,3309,3141
6525,60,788,2853,2717
6525,65,604,2088,1972
6525,70,435,1394,1254
6525,75,347,1180,1081
6525,15,339,404,400
6525,80,237,754,662
6525,85,123,396,343
6525,90,27,76,69
6525,95,19,60,47
6525,10,6,7,7
6518,35,635,1693,1671
6518,30,609,1427,1410
6518,40,571,1645,1593
6518,50,535,1725,1667
6518,45,505,1621,1593
6518,60,499,1599,1539
6518,55,496,1660,1606
6518,25,492,884,875
6518,65,416,1315,1251
6518,70,347,1018,974
6518,20,287,448,445
6518,75,284,870,816
6518,80,164,462,411
6518,85,84,247,208
6518,15,74,89,89
6518,90,33,115,99
6518,95,9,29,23
6518,10,2,2,2
6515,30,10897,24847,24244
6515,35,9920,27843,27284
6515,25,8858,16807,16695
6515,40,8815,27564,26726
6515,45,8101,27870,27009
6515,50,7102,24151,23325
6515,55,6933,23717,22769
6515,20,6583,9877,9758
6515,60,6145,21253,20315
6515,65,4521,15675,14624
6515,70,3213,11374,10381
6515,75,2562,8503,7670
6515,15,1941,2376,2317
6515,80,1797,6490,5976
6515,85,746,2153,1891
6515,90,235,873,733
6515,95,118,716,551
6515,10,43,53,52
6511,35,292,780,775
6511,40,291,863,839
6511,45,287,849,818
6511,30,273,628,624
6511,55,256,777,756
6511,25,249,464,460
6511,60,248,746,721
6511,50,248,758,735
6511,65,221,683,649
6511,20,161,239,235
6511,70,144,497,460
6511,75,141,443,412
6511,80,107,359,321
6511,85,67,213,190
6511,15,56,63,63
6511,90,25,75,64
6511,95,6,30,24
6505,30,559,1367,1344
6505,35,482,1350,1326
6505,25,446,904,897
6505,40,417,1338,1312
6505,50,381,1225,1198
6505,45,355,1175,1138
6505,55,349,1202,1147
6505,20,319,499,493
6505,60,306,1042,998
6505,65,262,805,764
6505,70,197,604,562
6505,75,184,517,467
6505,80,132,369,339
6505,15,100,121,118
6505,85,89,214,185
6505,90,22,56,47
6505,95,7,13,10
6497,30,3068,6884,6689
6497,35,2962,8287,8067
6497,40,2869,8076,7874
6497,45,2736,9017,8656
6497,50,2468,8303,8005
6497,55,2336,6846,6605
6497,25,2327,4436,4352
6497,60,2200,6914,6615
6497,65,1919,6007,5744
6497,20,1743,2866,2778
6497,70,1391,4208,3993
6497,75,1307,3860,3532
6497,80,830,2417,2047
6497,15,541,659,648
6497,85,466,1344,1237
6497,90,188,531,466
6497,95,62,164,124
6497,10,11,20,20
6490,30,18189,40035,39188
6490,35,17878,45692,44518
6490,40,16710,47878,47006
6490,50,15862,49441,47428
6490,45,15475,48130,46524
6490,25,15169,27945,27630
6490,55,14003,44192,42652
6490,60,13279,42279,39687
6490,65,11446,33650,31744
6490,20,11433,17774,17495
6490,70,9346,26609,25180
6490,75,7234,20517,18648
6490,80,4916,13354,12049
6490,15,3237,3950,3897
6490,85,2406,6368,5619
6490,90,766,2010,1647
6490,95,200,749,623
6490,10,111,181,181
6483,30,1097,2627,2579
6483,35,999,2637,2589
6483,45,956,2939,2884
6483,40,917,2750,2699
6483,50,880,2695,2617
6483,55,849,2523,2469
6483,25,785,1537,1521
6483,60,750,2354,2249
6483,65,695,1961,1863
6483,20,636,980,963
6483,70,569,1529,1438
6483,75,474,1226,1139
6483,80,349,969,872
6483,15,205,248,241
6483,85,201,507,441
6483,90,74,209,174
6483,95,16,42,30
6483,10,12,14,14
6476,45,521,1638,1583
6476,40,492,1506,1458
6476,35,482,1343,1293
6476,30,459,1058,1040
6476,50,444,1418,1363
6476,55,381,1188,1148
6476,25,376,718,709
6476,60,373,1198,1143
6476,65,304,941,888
6476,70,281,842,794
6476,20,273,408,397
6476,75,260,771,706
6476,80,191,564,509
6476,85,104,357,319
6476,15,89,100,99
6476,90,44,148,131
6476,95,14,52,34
6476,10,4,7,7
6469,30,1220,2788,2729
6469,35,1206,3206,3141
6469,40,1203,3548,3433
6469,45,1153,3406,3346
6469,50,1090,3251,3139
6469,60,1025,2957,2823
6469,55,1014,2945,2861
6469,25,909,1751,1733
6469,65,846,2443,2335
6469,70,710,1984,1883
6469,75,617,1794,1661
6469,20,574,856,843
6469,80,466,1292,1190
6469,85,289,847,744
6469,15,175,212,209
6469,90,105,274,233
6469,95,32,83,75
6469,10,3,3,3
6462,30,496,1245,1228
6462,35,465,1407,1378
6462,45,435,1389,1358
6462,55,414,1354,1287
6462,25,405,857,848
6462,40,392,1269,1237
6462,60,382,1212,1142
6462,50,367,1208,1158
6462,65,355,1092,1047
6462,70,318,881,815
6462,75,265,691,617
6462,20,265,392,387
6462,80,189,542,482
6462,15,96,114,109
6462,85,92,248,209
6462,90,49,154,126
6462,95,14,60,50
6462,10,2,3,3
6455,45,710,2053,2009
6455,30,673,1497,1478
6455,35,672,1812,1781
6455,40,633,1784,1758
6455,50,632,1798,1739
6455,55,607,1773,1712
6455,60,574,1596,1519
6455,25,502,941,930
6455,65,494,1392,1320
6455,70,420,1121,1063
6455,75,352,991,909
6455,20,351,515,509
6455,80,284,803,717
6455,85,176,532,466
6455,15,147,173,171
6455,90,67,177,154
6455,95,9,21,17
6455,10,5,13,13
6448,30,322,814,798
6448,40,292,922,896
6448,45,288,1017,996
6448,25,268,572,565
6448,35,259,709,697
6448,50,246,866,844
6448,55,231,818,773
6448,60,221,767,742
6448,65,210,678,644
6448,20,153,227,224
6448,70,152,555,515
6448,75,117,401,361
6448,80,95,307,278
6448,15,59,74,74
6448,85,49,180,165
6448,90,14,52,47
6448,95,3,16,12
6441,35,19136,47454,46789
6441,30,17755,38553,37685
6441,40,16765,46419,45615
6441,45,15784,45140,44291
6441,50,15460,45336,44246
6441,55,14612,43418,41907
6441,60,13071,38438,37059
6441,25,12784,24730,24417
6441,65,10901,31300,29832
6441,70,8915,24602,23225
6441,20,8154,12464,12176
6441,75,7753,19825,18493
6441,80,6055,15555,14359
6441,85,3433,8515,7535
6441,15,2838,3347,3304
6441,90,1243,2896,2541
6441,95,351,941,720
6441,10,115,233,233
6434,35,13106,30699,30152
6434,45,12897,33575,33045
6434,30,12871,25821,25307
6434,55,12699,34654,33552
6434,50,12066,32415,31624
6434,40,11997,30795,30090
6434,60,10822,28880,27702
6434,25,9443,15978,15781
6434,65,8938,23232,22119
6434,70,8225,20575,19280
6434,75,7306,17798,16406
6434,80,5782,13249,11905
6434,20,5305,7729,7614
6434,85,2669,6533,5615
6434,15,1787,2145,2059
6434,90,996,2375,2101
6434,95,159,347,287
6434,10,44,49,49
6427,30,56487,131210,128783
6427,35,54513,150519,147364
6427,40,49091,151241,148468
6427,25,46718,89007,88040
6427,45,44852,144754,141231
6427,50,41270,137763,132954
6427,55,37026,123438,118860
6427,20,33593,51048,50571
6427,60,32608,104591,99637
6427,65,25171,80128,75830
6427,70,19728,60640,56924
6427,75,15044,44181,40121
6427,80,10999,31910,29040
6427,15,10263,12250,12098
6427,85,5694,17839,15686
6427,90,1636,5433,4509
6427,95,397,1520,1188
6427,10,239,270,270
6420,30,2040,4682,4604
6420,35,2036,5482,5406
6420,40,1843,5421,5288
6420,45,1835,5804,5659
6420,50,1820,5646,5477
6420,55,1810,5593,5403
6420,60,1700,4812,4658
6420,25,1532,3004,2961
6420,65,1474,4235,4015
6420,70,1203,3185,3012
6420,20,1147,1738,1719
6420,75,883,2366,2180
6420,80,527,1289,1162
6420,15,414,500,495
6420,85,214,566,496
6420,90,65,204,176
6420,95,19,49,41
6420,10,15,29,29
6413,30,2674,5449,5428
6413,40,2522,6936,6842
6413,50,2451,6931,6780
6413,35,2352,6168,6021
6413,45,2253,6517,6388
6413,60,2152,5477,5297
6413,55,2142,6288,6117
6413,65,1907,4972,4777
6413,25,1821,3397,3384
6413,75,1736,4339,4112
6413,70,1429,3501,3400
6413,20,1094,1692,1630
6413,80,1076,2296,2159
6413,85,540,1134,1034
6413,15,534,674,674
6413,90,159,311,288
6413,95,71,299,227
6413,10,21,31,31
6412,30,8536,20958,20726
6412,25,8098,16497,16301
6412,35,7754,23174,22864
6412,40,7183,24811,24131
6412,45,6314,22127,21404
6412,20,5978,9451,9294
6412,50,5928,22485,21671
6412,55,5140,18962,18120
6412,60,4629,16151,15570
6412,65,3420,11887,11195
6412,70,2342,8744,8095
6412,15,2180,2668,2607
6412,75,1619,5523,4987
6412,80,1140,3998,3500
6412,85,538,1942,1618
6412,90,140,432,330
6412,10,61,71,71
6412,95,10,20,0
6410,35,5038,11233,11079
6410,40,5036,12937,12729
6410,30,4731,9209,9034
6410,55,4638,13395,12940
6410,50,4512,12378,12142
6410,45,4396,12537,12229
6410,60,4032,11303,10875
6410,65,3052,8479,8207
6410,25,2982,4792,4743
6410,70,2467,7042,6588
6410,75,2109,5600,5069
6410,20,1960,2600,2587
6410,80,1369,3446,3189
6410,85,922,2473,2157
6410,15,504,557,547
6410,90,268,837,739
6410,95,66,151,112
6410,10,45,80,80
6408,30,5415,11125,10940
6408,35,5229,12986,12786
6408,45,5003,15077,14658
6408,40,4807,12590,12296
6408,55,4720,14169,13548
6408,50,4498,13788,13349
6408,60,4146,12113,11694
6408,25,4038,6960,6889
6408,65,3377,9622,9156
6408,70,2782,7889,7229
6408,20,2628,3645,3617
6408,75,2210,6368,5858
6408,80,1603,4328,3884
6408,85,866,2272,2015
6408,15,754,857,857
6408,90,273,742,617
6408,95,76,232,192
6408,10,19,37,37
6406,30,290,685,673
6406,35,281,807,788
6406,40,250,794,783
6406,45,244,703,689
6406,50,242,768,744
6406,55,235,690,670
6406,60,224,674,643
6406,25,212,437,433
6406,65,199,567,545
6406,70,148,423,394
6406,20,128,197,195
6406,75,127,339,318
6406,80,101,322,297
6406,85,59,179,162
6406,15,48,56,55
6406,90,25,64,50
6406,95,9,30,27
6406,10,1,1,1
6399,30,387,941,926
6399,35,330,914,904
6399,45,322,950,925
6399,50,313,860,842
6399,60,307,879,824
6399,40,305,861,840
6399,55,301,949,918
6399,25,255,484,484
6399,65,242,721,688
6399,70,196,604,561
6399,75,178,562,520
6399,80,149,452,404
6399,20,130,202,200
6399,85,70,215,191
6399,15,43,53,53
6399,90,32,86,74
6399,95,6,23,21
6392,30,933,2377,2335
6392,35,888,2692,2626
6392,40,825,2559,2506
6392,45,804,2558,2487
6392,50,788,2471,2405
6392,25,780,1520,1503
6392,55,657,2053,1987
6392,60,649,2085,1980
6392,20,534,845,834
6392,65,517,1547,1479
6392,70,467,1442,1341
6392,75,331,975,888
6392,80,259,756,683
6392,15,168,207,203
6392,85,127,390,338
6392,90,62,189,164
6392,95,8,22,22
6392,10,3,5,5
6385,30,519,1209,1182
6385,40,492,1489,1450
6385,35,477,1287,1264
6385,60,463,1434,1390
6385,45,460,1460,1425
