dpto,x,W,HNVT,HNVV
6385,55,438,1344,1292
6385,50,421,1344,1294
6385,25,414,761,752
6385,65,372,1020,949
6385,70,343,986,921
6385,75,268,729,673
6385,20,268,415,411
6385,80,197,502,457
6385,85,110,301,264
6385,15,76,90,90
6385,90,45,165,136
6385,95,18,71,55
6371,35,12764,29256,28871
6371,30,11983,24581,23985
6371,45,11383,30796,29697
6371,40,11216,29180,28745
6371,50,10971,30636,29882
6371,55,10144,28661,27669
6371,60,9844,26081,24819
6371,25,9089,15380,15170
6371,65,7512,20308,19359
6371,70,7087,19256,17926
6371,20,6353,9241,9066
6371,75,5719,15972,14421
6371,80,4405,10583,9558
6371,85,2644,6563,5806
6371,15,1889,2293,2265
6371,90,707,1723,1504
6371,95,140,309,282
6371,10,30,49,49
6364,30,2865,7649,7446
6364,25,2725,5945,5831
6364,35,2581,7824,7668
6364,45,2170,7805,7589
6364,40,2163,7780,7556
6364,20,2046,3063,3033
6364,50,1665,6663,6400
6364,55,1657,6052,5724
6364,60,1293,4386,4207
6364,65,792,2723,2595
6364,70,713,2345,2192
6364,75,681,2427,2152
6364,15,647,745,713
6364,80,426,1322,1133
6364,85,181,529,352
6364,90,84,228,165
6364,10,11,11,11
6364,95,9,18,18
6357,35,17371,43422,42758
6357,40,17164,47360,46159
6357,45,16363,46438,45281
6357,50,16063,46075,44971
6357,30,15738,33533,32794
6357,55,15700,42903,41744
6357,60,15200,42155,40516
6357,65,13115,35453,33565
6357,25,10915,20064,19846
6357,70,9959,26163,24841
6357,75,8306,20753,19343
6357,20,7102,10624,10527
6357,80,6993,16914,15275
6357,85,3957,9486,8320
6357,15,2503,2933,2920
6357,90,1089,2572,2098
6357,95,345,945,761
6357,10,70,90,80
6351,35,351,1044,1020
6351,30,325,738,726
6351,40,318,958,937
6351,55,278,956,918
6351,45,276,834,809
6351,60,268,794,761
6351,25,267,551,547
6351,50,250,848,829
6351,20,200,301,298
6351,70,197,615,573
6351,65,184,572,543
6351,75,144,387,353
6351,80,98,282,255
6351,15,63,81,78
6351,85,60,188,172
6351,90,18,53,45
6351,95,7,24,19
6343,30,341,800,779
6343,35,339,932,911
6343,50,270,917,886
6343,45,269,922,891
6343,25,264,516,505
6343,40,259,861,823
6343,55,255,830,787
6343,60,244,767,741
6343,65,213,624,594
6343,20,193,297,296
6343,75,168,459,420
6343,70,143,443,416
6343,80,111,326,297
6343,85,64,191,180
6343,15,45,56,55
6343,90,26,71,67
6343,95,8,20,19
6343,10,1,2,2
6336,30,134,354,347
6336,40,101,359,345
6336,35,98,285,280
6336,25,97,192,190
6336,45,94,334,327
6336,50,80,288,279
6336,55,75,234,228
6336,20,70,108,106
6336,60,69,247,235
6336,65,49,176,164
6336,70,44,169,161
6336,75,23,95,82
6336,15,20,23,22
6336,80,17,81,64
6336,85,12,42,32
6336,90,4,23,17
6329,35,461,1300,1289
6329,30,424,995,979
6329,25,400,791,777
6329,40,396,1206,1178
6329,45,366,1167,1131
6329,50,355,1244,1188
6329,55,305,963,923
6329,60,284,962,920
6329,20,272,412,401
6329,65,198,601,568
6329,70,193,635,597
6329,75,165,483,441
6329,80,141,404,356
6329,15,67,78,78
6329,85,66,203,174
6329,90,26,91,80
6329,95,5,8,6
6329,10,2,5,5
6322,35,368,988,977
6322,30,315,725,713
6322,40,297,889,868
6322,50,285,935,903
6322,45,276,880,869
6322,25,267,513,506
6322,55,263,896,871
6322,60,239,736,701
6322,65,219,678,649
6322,20,142,215,213
6322,70,137,453,420
6322,75,118,378,342
6322,80,78,265,238
6322,85,46,182,162
6322,15,45,50,50
6322,90,27,105,81
6322,95,11,41,36
6322,10,2,5,5
6315,30,585,1343,1323
6315,40,553,1916,1878
6315,35,542,1620,1588
6315,45,538,1808,1762
6315,25,512,1031,1018
6315,55,467,1506,1448
6315,50,452,1441,1411
6315,60,387,1261,1205
6315,65,364,1199,1142
6315,20,358,566,560
6315,70,304,984,916
6315,75,230,719,670
6315,80,181,635,561
6315,15,143,169,164
6315,85,92,377,328
6315,90,46,146,126
6315,95,8,30,20
6315,10,2,4,4
6308,45,79,257,252
6308,40,76,228,222
6308,35,76,226,222
6308,25,71,135,135
6308,30,65,148,147
6308,50,64,200,196
6308,60,62,215,203
6308,70,53,163,154
6308,65,53,167,161
6308,55,52,156,155
6308,20,50,83,81
6308,75,34,116,106
6308,80,21,74,65
6308,85,14,44,38
6308,90,11,47,36
6308,15,10,11,11
6308,95,5,25,23
6301,35,532,1389,1359
6301,30,515,1162,1131
6301,60,473,1396,1344
6301,55,430,1319,1274
6301,50,430,1329,1279
6301,45,424,1276,1250
6301,40,404,1215,1184
6301,65,394,1035,990
6301,25,375,727,719
6301,70,287,774,702
6301,75,230,622,566
6301,20,220,305,303
6301,80,206,539,474
6301,85,125,331,282
6301,15,71,85,84
6301,90,43,110,94
6301,95,11,39,33
6301,10,2,3,3
6294,30,430,914,902
6294,50,420,1210,1179
6294,45,403,1163,1145
6294,35,396,999,986
6294,40,385,1084,1062
6294,55,382,1031,1010
6294,60,353,982,949
6294,65,343,903,848
6294,25,295,543,534
6294,75,281,730,681
6294,70,272,661,623
6294,80,200,509,452
6294,20,178,262,259
6294,85,103,278,253
6294,15,67,77,74
6294,90,51,162,131
6294,95,8,24,18
6287,35,317,856,841
6287,30,306,705,692
6287,40,268,790,780
6287,45,248,762,752
6287,25,221,443,435
6287,55,216,715,687
6287,50,209,679,656
6287,60,203,684,648
6287,65,177,561,530
6287,70,154,452,431
6287,20,151,222,222
6287,75,105,312,294
6287,80,88,255,233
6287,15,66,71,67
6287,85,47,167,135
6287,90,18,69,59
6287,95,6,29,22
6287,10,1,2,2
6280,35,1207,3381,3322
6280,30,1136,2645,2593
6280,40,1043,3181,3112
6280,45,1030,3207,3133
6280,50,932,3021,2951
6280,55,923,2936,2826
6280,60,908,2742,2642
6280,25,896,1730,1706
6280,65,690,2095,1974
6280,20,603,915,894
6280,70,565,1653,1548
6280,75,492,1364,1267
6280,80,395,1188,1063
6280,15,215,268,260
6280,85,198,539,467
6280,90,58,156,135
6280,95,14,39,32
6280,10,6,10,10
6277,35,283,851,835
6277,45,250,806,780
6277,40,243,781,761
6277,30,238,630,614
6277,25,226,451,448
6277,50,219,772,746
6277,60,201,611,585
6277,55,190,617,596
6277,20,148,224,224
6277,65,140,463,437
6277,70,108,352,331
6277,75,99,324,299
6277,80,87,278,250
6277,15,60,76,76
6277,85,42,131,120
6277,90,13,46,37
6277,95,4,13,8
6277,10,2,3,3
6274,30,13888,36427,35375
6274,35,13660,42261,41242
6274,25,12733,25617,25231
6274,40,11093,38779,37791
6274,20,9958,15585,15380
6274,45,9713,36675,35588
6274,50,8737,32585,31440
6274,55,7482,29230,28066
6274,60,5940,22864,21675
6274,65,4993,18382,17375
6274,15,3583,4426,4357
6274,70,3195,11073,10447
6274,75,2456,8692,7925
6274,80,1409,5447,4813
6274,85,704,2969,2512
6274,90,275,1216,1016
6274,10,149,224,224
6274,95,92,541,408
6270,30,5689,14477,14185
6270,35,5184,15429,15030
6270,25,4950,9967,9719
6270,40,4332,14913,14483
6270,20,3882,5935,5846
6270,45,3811,13765,13312
6270,50,3629,12295,11814
6270,55,2646,9708,9259
6270,60,2187,7831,7355
6270,65,1591,5869,5523
6270,70,1098,3557,3333
6270,15,1096,1369,1369
6270,75,880,3269,2931
6270,80,493,1679,1483
6270,85,415,1617,1411
6270,90,64,146,119
6270,95,20,94,76
6270,10,19,19,19
6266,35,957,2626,2563
6266,30,928,2198,2148
6266,40,828,2588,2506
6266,25,759,1516,1476
6266,45,707,2376,2277
6266,55,605,1987,1902
6266,50,593,2067,1987
6266,20,573,887,874
6266,60,528,1749,1662
6266,65,386,1271,1214
6266,70,304,1010,945
6266,75,228,644,610
6266,15,212,258,256
6266,80,182,484,441
6266,85,85,227,201
6266,90,24,67,56
6266,95,12,34,31
6266,10,7,10,9
6260,35,10357,29528,28834
6260,30,9300,22424,21797
6260,40,8415,25456,24948
6260,25,7896,14676,14454
6260,45,7665,24269,23621
6260,50,6799,23211,22356
6260,20,6452,9510,9430
6260,55,6155,21459,20638
6260,60,5043,16969,16102
6260,65,3577,11723,11147
6260,70,2989,9771,9173
6260,75,2009,6100,5586
6260,15,1736,2157,2146
6260,80,1403,4417,3885
6260,85,897,3112,2690
6260,90,303,970,736
6260,10,34,37,37
6260,95,30,111,83
6252,30,7395,17518,17224
6252,35,6623,19396,18941
6252,40,6405,19633,19289
6252,25,5500,10736,10537
6252,45,5370,18325,17924
6252,50,4878,17682,16808
6252,20,4847,7507,7372
6252,55,3911,13930,13377
6252,60,3670,12229,11595
6252,65,2667,9141,8576
6252,70,1747,6062,5619
6252,15,1456,1799,1797
6252,75,1232,4212,3732
6252,80,846,2719,2374
6252,85,487,1374,1132
6252,90,197,615,507
6252,95,66,171,161
6252,10,13,13,13
6245,30,1916,4793,4618
6245,35,1623,4535,4451
6245,55,1588,4877,4698
6245,40,1461,4498,4432
6245,25,1419,2871,2844
6245,50,1405,4496,4396
6245,45,1313,4249,4143
6245,65,1024,3373,3261
6245,20,989,1734,1716
6245,60,821,2568,2462
6245,70,732,2114,1981
6245,75,637,1921,1843
6245,80,498,1369,1195
6245,15,282,344,333
6245,85,259,869,781
6245,90,43,66,43
6245,95,35,47,37
6238,30,783,1809,1774
6238,40,766,2247,2203
6238,35,766,2011,1969
6238,45,748,2290,2249
6238,50,685,2096,2042
6238,25,653,1237,1225
6238,55,629,1943,1873
6238,60,601,1750,1675
6238,65,551,1598,1524
6238,20,428,616,615
6238,70,423,1335,1252
6238,75,377,1220,1095
6238,80,286,932,838
6238,15,148,171,163
6238,85,144,505,433
6238,90,59,208,172
6238,95,22,78,66
6238,10,4,4,4
6231,30,535,1248,1231
6231,35,485,1372,1346
6231,45,481,1649,1613
6231,25,442,871,870
6231,40,428,1372,1350
6231,50,399,1314,1271
6231,55,388,1267,1211
6231,60,367,1110,1066
6231,65,292,932,882
6231,20,265,390,389
6231,70,263,815,776
6231,75,155,507,471
6231,80,124,468,419
6231,15,100,119,118
6231,85,88,320,264
6231,90,39,135,120
6231,10,4,4,4
6231,95,3,7,7
6224,50,1871,5404,5323
6224,30,1833,3804,3729
6224,35,1750,4868,4696
6224,45,1707,4573,4449
6224,40,1654,4471,4396
6224,65,1609,4301,4152
6224,60,1596,4129,4031
6224,55,1473,4091,3965
6224,25,1445,2805,2732
6224,75,1099,3046,2851
6224,70,1081,2697,2516
6224,20,859,1236,1196
6224,80,689,1799,1614
6224,85,497,1246,1165
6224,15,409,498,477
6224,95,54,127,126
6224,90,41,93,76
6224,10,1,1,1
6217,30,1274,2985,2905
6217,35,1257,3452,3354
6217,40,1088,3318,3180
6217,45,1055,3349,3203
6217,50,1051,3516,3385
6217,25,1044,2011,1978
6217,55,995,3362,3210
6217,60,923,2856,2745
6217,65,737,2278,2162
6217,20,662,1003,987
6217,70,622,1929,1810
6217,75,501,1463,1336
6217,80,378,1077,971
6217,15,230,279,271
6217,85,198,551,491
6217,90,65,181,151
6217,95,17,56,43
6217,10,8,13,13
6210,30,1557,3472,3432
6210,35,1425,3628,3571
6210,45,1309,3832,3754
6210,55,1245,3582,3471
6210,40,1232,3468,3382
6210,50,1191,3461,3357
6210,60,1124,3046,2941
6210,25,1069,2007,1993
6210,65,998,2744,2646
6210,70,871,2271,2110
6210,75,757,1862,1723
6210,20,693,1056,1049
6210,80,538,1360,1218
6210,85,341,838,758
6210,15,248,298,293
6210,90,101,297,259
6210,95,22,54,41
6210,10,8,16,16
6203,35,1211,3030,2987
6203,40,1105,3070,3024
6203,45,1100,3199,3134
6203,50,1062,3165,3097
6203,30,1034,2307,2277
6203,60,948,2865,2753
6203,55,924,2786,2669
6203,65,769,2303,2205
6203,25,751,1349,1341
6203,70,673,1985,1855
6203,75,551,1600,1477
6203,20,487,692,682
6203,80,408,1190,1068
6203,85,208,605,536
6203,15,137,166,163
6203,90,81,275,237
6203,95,14,34,24
6196,40,696,2161,2110
6196,45,655,2112,2062
6196,35,648,1777,1753
6196,55,600,1878,1794
6196,50,598,1947,1879
6196,30,598,1349,1316
6196,60,529,1550,1487
6196,25,492,948,934
6196,65,471,1441,1365
6196,70,358,1126,1063
6196,20,348,518,513
6196,75,337,1010,938
6196,80,260,800,734
6196,15,143,161,158
6196,85,137,415,370
6196,90,64,178,152
6196,95,25,57,50
6196,10,1,1,1
6189,40,462,1365,1334
6189,45,446,1360,1331
6189,60,419,1232,1186
6189,35,416,1091,1065
6189,55,402,1174,1128
6189,50,402,1235,1189
6189,30,399,898,887
6189,65,376,1046,998
6189,25,346,649,643
6189,70,336,875,814
6189,75,260,752,698
6189,80,221,654,588
6189,20,191,293,292
6189,85,123,332,287
6189,15,68,85,84
6189,90,47,137,112
6189,95,6,13,13
6189,10,2,2,2
6182,30,2043,4650,4562
6182,35,1889,4944,4749
6182,60,1675,5250,5047
6182,40,1650,5078,4995
6182,25,1520,2799,2780
6182,45,1477,4441,4299
6182,50,1449,4412,4324
6182,55,1259,4064,3965
6182,65,947,2905,2705
6182,70,911,2304,2162
6182,20,907,1271,1271
6182,75,749,2004,1862
6182,80,440,1091,970
6182,85,327,931,731
6182,15,231,292,292
6182,90,153,347,300
6182,95,19,57,48
6175,45,737,2272,2201
6175,30,706,1654,1625
6175,40,685,2008,1960
6175,35,668,1782,1723
6175,50,628,1875,1812
6175,55,597,1699,1609
6175,25,589,1173,1154
6175,60,514,1507,1444
6175,65,496,1406,1323
6175,20,409,634,626
6175,70,404,1056,990
6175,75,335,908,856
6175,80,251,705,632
6175,15,166,192,189
6175,85,134,367,319
6175,90,49,156,123
6175,95,16,47,40
6175,10,1,2,2
6168,30,257,576,571
6168,35,247,682,658
6168,40,220,600,589
6168,45,211,636,623
6168,25,202,379,378
6168,50,200,653,637
6168,60,179,574,560
6168,55,167,536,508
6168,65,134,402,390
6168,70,122,363,342
6168,20,115,165,162
6168,75,109,377,341
6168,80,83,263,235
6168,85,46,140,126
6168,15,34,39,38
6168,90,14,48,41
6168,95,7,28,25
6168,10,1,1,1
6161,30,471,1064,1053
6161,40,426,1243,1210
6161,35,412,1130,1110
6161,45,390,1184,1150
6161,25,375,703,696
6161,50,356,1136,1103
6161,55,338,1094,1062
6161,60,314,1029,983
6161,65,248,796,750
6161,20,229,337,334
6161,70,216,660,633
6161,75,152,433,404
6161,80,134,399,360
6161,15,103,130,130
6161,85,60,156,144
6161,90,28,87,75
6161,95,3,5,3
6161,10,3,5,5
6154,35,371,1056,1036
6154,30,313,740,733
6154,45,299,961,941
6154,40,297,928,908
6154,60,281,902,873
6154,50,265,902,880
6154,25,263,486,481
6154,55,262,813,776
6154,65,248,738,699
6154,70,231,731,693
6154,20,186,289,286
6154,75,152,479,443
6154,80,100,279,256
6154,85,68,186,160
6154,15,54,63,62
6154,90,36,130,112
6154,95,7,27,23
6154,10,2,5,5
6147,35,712,1950,1914
6147,40,654,1869,1830
6147,45,635,1812,1786
6147,30,588,1389,1366
6147,60,518,1521,1461
6147,55,505,1511,1448
6147,50,502,1448,1409
6147,25,476,974,968
6147,70,407,1194,1123
6147,65,396,1098,1044
6147,20,369,597,586
6147,75,267,704,649
6147,80,248,695,607
6147,15,149,182,177
6147,85,133,365,325
6147,90,55,135,118
6147,95,17,39,33
6147,10,5,6,6
6140,30,448,968,952
6140,45,393,1277,1251
6140,35,392,1057,1044
6140,40,383,1161,1132
6140,25,356,682,665
6140,50,352,1118,1068
6140,55,299,969,933
6140,60,277,842,797
6140,65,262,763,724
6140,70,239,659,613
6140,20,223,349,344
6140,75,168,448,415
6140,80,124,395,350
6140,15,103,127,127
6140,85,82,200,178
6140,90,30,81,66
6140,95,10,17,12
6140,10,2,2,2
6134,30,1684,4183,4105
6134,35,1592,4594,4491
6134,40,1394,4620,4526
6134,25,1393,2858,2817
6134,45,1201,4147,4012
6134,50,1145,4100,3958
6134,55,1032,3653,3535
6134,20,967,1519,1495
6134,60,841,2885,2748
6134,65,708,2340,2222
6134,70,482,1480,1382
6134,75,393,1171,1086
6134,15,352,444,432
6134,80,254,734,656
6134,85,169,503,429
6134,90,48,158,139
6134,95,12,24,19
6134,10,6,6,6
6126,35,2895,7798,7697
6126,30,2811,6614,6557
6126,45,2528,8260,8031
6126,40,2472,7247,7054
6126,50,2269,7648,7444
6126,25,2190,4464,4413
6126,60,1806,5926,5654
6126,55,1734,6092,5849
6126,20,1730,2984,2952
6126,65,1340,3892,3798
6126,70,1067,3553,3360
6126,75,889,2911,2581
6126,80,718,1929,1658
6126,15,625,766,732
6126,85,331,786,669
6126,90,118,356,323
6126,95,29,136,133
6126,10,12,12,12
6119,35,823,2275,2219
6119,30,798,1947,1887
6119,25,693,1478,1458
6119,40,669,2147,2078
6119,50,627,2124,2042
6119,45,624,2063,2020
6119,55,542,1825,1772
6119,20,503,808,791
6119,60,489,1581,1513
6119,65,387,1159,1121
6119,70,294,923,858
6119,75,273,803,723
6119,80,183,513,456
6119,15,174,200,200
6119,85,108,294,252
6119,90,39,131,105
6119,95,6,15,13
6119,10,2,2,2
6112,50,1191,3550,3432
6112,35,1182,3089,3024
6112,45,1140,3370,3288
6112,30,1128,2539,2493
6112,40,1122,3266,3191
6112,55,1061,3108,3005
6112,60,993,2765,2665
6112,25,859,1627,1601
6112,65,802,2237,2128
6112,70,748,1932,1803
6112,75,685,1890,1755
6112,20,558,848,841
6112,80,515,1310,1188
6112,85,275,690,604
6112,15,209,250,247
6112,90,96,264,228
6112,95,31,79,70
6112,10,1,2,2
6105,35,963,2497,2450
6105,50,911,2755,2649
6105,45,911,2646,2579
6105,60,885,2457,2363
6105,30,855,1869,1823
6105,55,830,2349,2292
6105,40,828,2417,2368
6105,65,737,1950,1852
6105,25,694,1311,1291
6105,70,676,1772,1676
6105,75,557,1503,1397
6105,20,474,696,681
6105,80,393,1055,943
6105,85,251,672,606
6105,15,158,191,189
6105,90,108,329,276
6105,95,23,89,73
6105,10,4,7,7
6098,35,2709,6990,6884
6098,30,2583,5783,5739
6098,40,2509,7239,7076
6098,25,2207,4024,3984
6098,45,2149,6421,6165
6098,50,1978,5750,5562
6098,55,1953,5929,5780
6098,60,1797,5367,5192
6098,65,1687,4641,4458
6098,20,1398,2317,2305
6098,70,1126,3000,2752
6098,75,1094,3269,3046
6098,80,511,1221,1139
6098,15,497,544,530
6098,85,461,1349,1228
6098,90,136,421,308
6098,95,41,218,178
6091,30,10174,22749,22295
6091,35,10102,27490,26728
6091,40,9294,27239,26645
6091,45,8138,26091,25458
6091,50,7611,25192,24329
6091,55,7541,24804,23808
6091,25,7450,14313,14030
6091,60,6400,20608,19791
6091,20,6271,9462,9327
6091,65,5120,16245,15095
6091,70,3787,12194,11193
6091,75,2760,8541,7737
6091,80,1926,5691,5073
6091,15,1513,1812,1791
6091,85,1121,3217,2768
6091,90,286,879,808
6091,95,37,75,65
6091,10,21,32,32
6084,35,596,1585,1565
6084,40,534,1589,1558
6084,30,527,1220,1198
6084,45,523,1638,1604
6084,55,500,1531,1479
6084,50,498,1460,1430
6084,25,425,853,843
6084,60,419,1235,1186
6084,65,392,1184,1117
6084,20,322,500,494
6084,70,294,978,917
6084,75,273,881,789
6084,80,217,608,557
6084,15,121,154,152
6084,85,97,318,281
6084,90,45,133,114
6084,95,18,57,47
6084,10,2,4,4
6077,30,878,2047,1989
6077,40,831,2514,2474
6077,35,827,2276,2253
6077,45,791,2375,2311
6077,50,708,2203,2112
6077,55,694,2048,1974
6077,25,666,1371,1348
6077,60,643,1939,1860
6077,65,514,1565,1489
6077,20,463,747,732
6077,70,461,1240,1166
6077,75,368,975,891
6077,80,293,715,656
6077,85,178,488,416
6077,15,147,181,181
6077,90,59,144,119
6077,95,12,32,26
6077,10,4,8,8
6070,30,1012,2370,2322
6070,35,1001,2744,2685
6070,40,897,2547,2487
6070,45,833,2478,2406
6070,50,798,2519,2443
6070,55,797,2411,2295
6070,25,770,1577,1558
6070,60,663,2003,1895
6070,20,556,910,901
6070,65,530,1582,1496
6070,70,480,1419,1325
6070,75,405,1160,1064
6070,80,285,749,665
6070,15,190,247,244
6070,85,173,463,397
6070,90,47,141,117
6070,95,11,28,26
6070,10,5,6,6
6063,35,1251,3188,3140
6063,45,1246,3730,3607
6063,30,1211,2674,2624
6063,40,1189,3423,3347
6063,50,1126,3440,3343
6063,55,1098,3348,3247
6063,60,971,3015,2897
6063,65,882,2620,2498
6063,25,856,1593,1573
6063,70,705,2022,1900
6063,75,624,1774,1628
6063,20,587,880,869
6063,80,474,1323,1181
6063,85,255,748,674
6063,15,205,250,249
6063,90,83,274,226
6063,95,25,66,51
6063,10,3,5,5
6056,45,8299,25136,24592
6056,35,8292,21321,20893
6056,40,7757,22164,21552
6056,50,7628,23123,22214
6056,30,7546,15500,15047
6056,55,7238,21886,21190
6056,60,6730,20040,19243
6056,65,5959,17562,16788
6056,25,5443,9717,9539
6056,70,4817,13862,12835
6056,75,4068,11195,10275
6056,20,4018,5931,5864
6056,80,3237,8627,7730
6056,85,1811,4265,3824
6056,15,1360,1698,1675
6056,90,700,1750,1402
6056,95,137,304,252
6056,10,30,60,60
6049,30,2038,4523,4485
6049,40,1842,5208,5131
6049,35,1746,4508,4339
6049,55,1724,5348,5192
6049,45,1655,4913,4830
6049,60,1600,4510,4380
6049,50,1551,4520,4437
6049,65,1348,3432,3306
6049,25,1282,2585,2575
6049,75,887,2338,2210
6049,20,867,1146,1131
6049,70,836,2072,1893
6049,80,667,1909,1725
6049,85,464,1095,1011
6049,15,353,415,393
6049,95,77,227,186
6049,90,63,234,165
6049,10,23,36,36
6042,35,576,1642,1605
6042,30,542,1317,1297
6042,45,541,1832,1785
6042,40,531,1709,1674
6042,25,479,976,966
6042,50,478,1526,1474
6042,55,462,1545,1488
6042,60,445,1455,1379
6042,65,389,1256,1192
6042,20,344,515,508
6042,70,340,1028,967
6042,75,249,742,694
6042,80,199,576,521
6042,85,131,441,395
6042,15,123,143,142
6042,90,63,222,175
6042,95,11,25,24
6042,10,4,5,5
6035,30,10053,20709,20277
6035,35,9624,22281,21553
6035,40,9512,24039,23570
6035,50,9224,25842,25170
6035,55,8971,25319,24251
6035,45,8646,23382,22652
6035,60,7963,21628,20515
6035,65,7008,18122,17059
6035,25,6636,11963,11867
6035,70,5773,14665,13865
6035,75,5543,12762,12050
6035,20,4705,6727,6621
6035,80,3793,8565,7689
6035,85,2074,4343,3909
6035,15,1291,1545,1516
6035,90,637,1605,1390
6035,95,101,253,204
6035,10,19,35,33
6028,30,17651,41839,41010
6028,35,16102,44386,43383
6028,45,14988,47901,46597
6028,40,14825,46266,45201
6028,50,13540,46667,45042
6028,25,13350,25494,25120
6028,55,12485,41761,40184
6028,60,10446,34520,32787
6028,20,9956,15402,14936
6028,65,8122,27264,25695
6028,70,6718,20745,19562
6028,75,5043,14869,13608
6028,80,3518,9858,8785
6028,15,3032,3656,3617
6028,85,1942,5652,4820
6028,90,483,1577,1252
6028,95,106,363,247
6028,10,92,103,102
6021,45,315,887,870
6021,50,313,829,812
6021,30,312,655,645
6021,55,290,793,761
6021,60,283,787,763
6021,35,274,734,727
6021,40,256,715,692
6021,70,232,610,582
6021,25,223,434,422
6021,65,215,571,545
6021,75,167,415,377
6021,80,162,440,410
6021,20,127,187,186
6021,85,87,225,203
6021,15,49,53,52
6021,90,32,86,78
6021,95,4,8,7
6021,10,2,6,6
6014,30,351,791,771
6014,45,336,1024,1007
6014,40,334,984,966
6014,35,324,919,905
6014,55,313,1006,974
6014,50,310,1030,1008
6014,60,305,949,907
6014,25,250,474,469
6014,65,229,731,705
6014,70,199,613,566
6014,75,183,519,470
6014,20,174,263,258
6014,80,144,487,423
6014,85,76,211,188
6014,15,57,67,67
6014,90,31,85,77
6014,95,6,15,12
6007,45,549,1642,1601
6007,35,518,1406,1377
6007,40,480,1365,1335
6007,30,474,1075,1057
6007,50,446,1299,1249
6007,60,423,1270,1214
6007,55,418,1248,1197
6007,65,365,1097,1030
6007,25,332,619,611
6007,70,315,912,854
6007,75,252,736,687
6007,20,218,334,333
6007,80,189,555,514
6007,85,85,294,266
6007,15,69,82,81
6007,90,41,128,109
6007,95,8,19,15
6007,10,2,3,3
6007,0,,,0
